Gene stable ID	UniProtKB Gene Name ID	Gene name
ENSMUSG00000051586	A0A140LID8	Mical3
ENSMUSG00000051586	A0A5F8MPN4	Mical3
ENSMUSG00000051586	A0A0N4SUZ1	Mical3
ENSMUSG00000051586	A0A140LJA5	Mical3
ENSMUSG00000051586	A0A5F8MPU7	Mical3
ENSMUSG00000051586	Q8CJ19	Mical3
ENSMUSG00000097189		Gm26594
ENSMUSG00000063188	Q7TRK4	Or1o1
ENSMUSG00000046519	H3BJN5	Golph3l
ENSMUSG00000046519	H3BJ82	Golph3l
ENSMUSG00000046519	H3BJI3	Golph3l
ENSMUSG00000046519	Q8R088	Golph3l
ENSMUSG00000092568		Or11a5-ps1
ENSMUSG00000092477		Gm18808
ENSMUSG00000060989		Gm11847
ENSMUSG00000085909		Gm11846
ENSMUSG00000059687	Q8VFA1	Or1o11
ENSMUSG00000059687	F6Z8L7	Or1o11
ENSMUSG00000087623		Gm12404
ENSMUSG00000092601		Or11a6-ps1
ENSMUSG00000104211		Gm37985
ENSMUSG00000029184	Q8VG96	Or12d17
ENSMUSG00002076080		Gm56217
ENSMUSG00000055963	B2B9E1	Triqk
ENSMUSG00000085211		B430219N15Rik
ENSMUSG00000016283	Q6W9J6	H2-M2
ENSMUSG00000016283	Q6W9L1	H2-M2
ENSMUSG00000015757	D6RJ77	Ppil4
ENSMUSG00000015757	Q9CXG3	Ppil4
ENSMUSG00000110093		Gm45282
ENSMUSG00000062017	E9Q8F8	Abca14
ENSMUSG00000089745		1810008B01Rik
ENSMUSG00000089820		Gm15775
ENSMUSG00000086227		Gm11820
ENSMUSG00002075692		Gm56218
ENSMUSG00000064664		Gm24459
ENSMUSG00000061322	A2ANP4	Dnai1
ENSMUSG00000061322	Q8BMY8	Dnai1
ENSMUSG00000061322	Q8C0M8	Dnai1
ENSMUSG00000031979	H3BL04	Cog2
ENSMUSG00000031979	H3BJK5	Cog2
ENSMUSG00000031979	Q921L5	Cog2
ENSMUSG00000053769	A6H624	Lysmd1
ENSMUSG00000053769	Q9D0E3	Lysmd1
ENSMUSG00000106629		Gm40155
ENSMUSG00000105748		Gm43088
ENSMUSG00000081829		Gm15460
ENSMUSG00002076447		Gm55405
ENSMUSG00000104675		Gm43689
ENSMUSG00000091512	A0A0G2JGQ3	Lamtor3
ENSMUSG00000091512	Q542I7	Lamtor3
ENSMUSG00000091512	O88653	Lamtor3
ENSMUSG00000090894	A2RT31	Or5v1
ENSMUSG00000095858	A0A2I3BRU4	Or12d14-ps1
ENSMUSG00000095858	A0A2I3BRX0	Or12d14-ps1
ENSMUSG00000095603	A0A2I3BQG5	Or12d16-ps1
ENSMUSG00000002279	Z4YJR1	Lmf1
ENSMUSG00000002279	D6RDS1	Lmf1
ENSMUSG00000002279	F6YC79	Lmf1
ENSMUSG00000002279	Q3U3R4	Lmf1
ENSMUSG00000081497		Gm15560
ENSMUSG00000093060		Mir5104
ENSMUSG00000088857		Gm24726
ENSMUSG00000019795	E0CYJ5	Pcmt1
ENSMUSG00000019795	F6TXE3	Pcmt1
ENSMUSG00000019795	Q545L9	Pcmt1
ENSMUSG00000019795	E0CYF2	Pcmt1
ENSMUSG00000019795	P23506	Pcmt1
ENSMUSG00000081327		Gm11819
ENSMUSG00000083328		Gm11826
ENSMUSG00000081063		Gm11825
ENSMUSG00002075365		Gm56220
ENSMUSG00000028445	Q8K1D8	Enho
ENSMUSG00000028159	Q3TEK6	Dapp1
ENSMUSG00000028159	Q3UK44	Dapp1
ENSMUSG00000028159	Q9QXT1	Dapp1
ENSMUSG00000041836	A0A1B0GRH2	Ptpre
ENSMUSG00000041836	A0A1B0GRT6	Ptpre
ENSMUSG00000041836	P49446	Ptpre
ENSMUSG00000084761		Gm12406
ENSMUSG00000087054		Gm12405
ENSMUSG00000006586	B1AXH8	Runx1t1
ENSMUSG00000006586	Q3UQX8	Runx1t1
ENSMUSG00000006586	B1AXH9	Runx1t1
ENSMUSG00000006586	Q61909	Runx1t1
ENSMUSG00000031980	A0A5F8MPW1	Agt
ENSMUSG00000031980	Q3UTR7	Agt
ENSMUSG00000109473		B930025P03Rik
ENSMUSG00000108969		Gm45044
ENSMUSG00000109480		Gm45042
ENSMUSG00000034687	Q80T14	Fras1
ENSMUSG00000109084		Gm44955
ENSMUSG00000109508		Gm44956
ENSMUSG00000109629		Gm34099
ENSMUSG00000119129		Gm22645
ENSMUSG00000031610	Q543T5	Scrg1
ENSMUSG00000031610	O88745	Scrg1
ENSMUSG00000117791		4930541O19Rik
ENSMUSG00000118136		Gm50312
ENSMUSG00000117657		Gm5836
ENSMUSG00000031609	O88574	Sap30
ENSMUSG00000025739	Q9JMF3	Gng13
ENSMUSG00000105296		Gm19708
ENSMUSG00000054717	A0A1B0GQX9	Hmgb2
ENSMUSG00000054717	P30681	Hmgb2
ENSMUSG00000090066		1110002E22Rik
ENSMUSG00000028158	O08601	Mttp
ENSMUSG00000019214	E9PVJ3	Chtf18
ENSMUSG00000019214	F6ZBE7	Chtf18
ENSMUSG00000019214	E9Q2M3	Chtf18
ENSMUSG00000019214	A0A0R4J0I4	Chtf18
ENSMUSG00000109899		Gm6012
ENSMUSG00000031608	Q80VA0	Galnt7
ENSMUSG00000017754	A2A5K3	Pltp
ENSMUSG00000017754	Q3UFS5	Pltp
ENSMUSG00000017754	A2A5K2	Pltp
ENSMUSG00000017754	A2A5K4	Pltp
ENSMUSG00000017754	P55065	Pltp
ENSMUSG00000086927		Gm11823
ENSMUSG00000077701		Gm24068
ENSMUSG00000082128		Gm11824
ENSMUSG00000086068		1700120G11Rik
ENSMUSG00000087919		Gm24908
ENSMUSG00000081239		Gm11836
ENSMUSG00000028444	A2AMR7	Cntfr
ENSMUSG00000028444	O88507	Cntfr
ENSMUSG00000064181	A0A1W2P7K6	Rab3ip
ENSMUSG00000064181	A0A1W2P6M4	Rab3ip
ENSMUSG00000064181	A0A1W2P7S9	Rab3ip
ENSMUSG00000064181	Q68EF0	Rab3ip
ENSMUSG00000120959		Gm57004
ENSMUSG00000112627		4933412E12Rik
ENSMUSG00000078627	E9PX79	Marchf10
ENSMUSG00000078627	Q497L7	Marchf10
ENSMUSG00000031294		D630029K05Rik
ENSMUSG00000111966		Gm5781
ENSMUSG00000020169	Q6H1V1	Best3
ENSMUSG00000040569	A2AJZ6	Slc26a7
ENSMUSG00000040569	A2AJZ5	Slc26a7
ENSMUSG00000040569	Q8R2Z3	Slc26a7
ENSMUSG00000112242		Gm10747
ENSMUSG00000060187	Q8K3W2	Lrrc10
ENSMUSG00000077526		Gm25379
ENSMUSG00000070025		Gm10284
ENSMUSG00000034024	A0A1W2P828	Cct2
ENSMUSG00000034024	Q542X7	Cct2
ENSMUSG00000034024	A0A1W2P6Q3	Cct2
ENSMUSG00000034024	A0A1W2P871	Cct2
ENSMUSG00000034024	A0A1W2P7B7	Cct2
ENSMUSG00000034024	P80314	Cct2
ENSMUSG00000110405		Gm45534
ENSMUSG00000109852		Gm45360
ENSMUSG00000110238		Gm19269
ENSMUSG00000106526		Gm42604
ENSMUSG00000109585		Gm45358
ENSMUSG00000041199	A0A494BAK7	Rpusd1
ENSMUSG00000041199	Q8VCZ8	Rpusd1
ENSMUSG00000110289		4930412F12Rik
ENSMUSG00000086487		Gm11638
ENSMUSG00000109728		Gm45359
ENSMUSG00000029484	A0A0G2JFB3	Anxa3
ENSMUSG00000029484	Q3TET3	Anxa3
ENSMUSG00000029484	A0A0G2JGL7	Anxa3
ENSMUSG00000029484	A0A0G2JDV9	Anxa3
ENSMUSG00000029484	O35639	Anxa3
ENSMUSG00000086089		Gm11640
ENSMUSG00000104776		Gm43691
ENSMUSG00000031767	Q99P30	Nudt7
ENSMUSG00000023170	J3QNR4	Gps2
ENSMUSG00000023170	Q921N8	Gps2
ENSMUSG00000004127	E0CY61	Trmt10a
ENSMUSG00000004127	E0CZ56	Trmt10a
ENSMUSG00000004127	E9Q663	Trmt10a
ENSMUSG00000004127	A0A0R4J205	Trmt10a
ENSMUSG00000023151	Q9D9Q0	Lrrc69
ENSMUSG00000027002	A2AS98	Nckap1
ENSMUSG00000027002	P28660	Nckap1
ENSMUSG00000041062	Q8C160	Mslnl
ENSMUSG00000083280		Gm11838
ENSMUSG00000040536	Q8BG18	Necab1
ENSMUSG00000004677	E9PWZ6	Myo9b
ENSMUSG00000004677	A0A8V5KX73	Myo9b
ENSMUSG00000004677	E9PZW8	Myo9b
ENSMUSG00000004677	A0A1D5RLW4	Myo9b
ENSMUSG00002075207		Gm55306
ENSMUSG00000063011	A0A494B9A6	Msln
ENSMUSG00000063011	Q61468	Msln
ENSMUSG00000060256	Q6YCH2	Tdpoz4
ENSMUSG00000058005	Q717B4	Tdpoz3
ENSMUSG00000103512		Gm37430
ENSMUSG00000102169		Gm9113
ENSMUSG00000102933		Gm9116
ENSMUSG00000102769		Gm37185
ENSMUSG00000102445		Gm37104
ENSMUSG00000094163	E0CYU8	Tdpoz5
ENSMUSG00000103841		Gm37807
ENSMUSG00000102804		Gm37481
ENSMUSG00000105356		Gm42603
ENSMUSG00000104955		1700016F12Rik
ENSMUSG00000104460		Gm9121
ENSMUSG00000104059		Gm9124
ENSMUSG00000106319		Gm33100
ENSMUSG00000102857		Gm37085
ENSMUSG00000104698		Gm42602
ENSMUSG00000023764	E9Q8V3	Sfi1
ENSMUSG00000023764	Q5NC01	Sfi1
ENSMUSG00000023764	E9QJT8	Sfi1
ENSMUSG00000023764	E9PY38	Sfi1
ENSMUSG00000023764	A8Y5K4	Sfi1
ENSMUSG00000023764	E9Q799	Sfi1
ENSMUSG00000023764	A8Y5K5	Sfi1
ENSMUSG00000023764	Q3UZY0	Sfi1
ENSMUSG00000094328	P0DMR6	Tdpoz9
ENSMUSG00000083073		Gm11845
ENSMUSG00000064550		Gm24623
ENSMUSG00000105871		Gm43147
ENSMUSG00000043252	Q3U145	Tmem64
ENSMUSG00000105377		Gm43148
ENSMUSG00000102655		Gm37081
ENSMUSG00000020170	Q8C180	Frs2
ENSMUSG00000105257		Gm43144
ENSMUSG00000095251	E0CYU8	Tdpoz7
ENSMUSG00000105006		Gm9484
ENSMUSG00000102696		Gm37778
ENSMUSG00000103239		Gm37155
ENSMUSG00000032754	D3Z226	Slc8b1
ENSMUSG00000032754	D3Z5E7	Slc8b1
ENSMUSG00000032754	Q925Q3	Slc8b1
ENSMUSG00000102462		Gm5542
ENSMUSG00000104338		Gm9131
ENSMUSG00000096738		Gm24317
ENSMUSG00000080869		Gm11856
ENSMUSG00000102949		Gm37882
ENSMUSG00000083330		Gm11859
ENSMUSG00000082673		Gm11857
ENSMUSG00000102311		Gm5543
ENSMUSG00000084181		Gm11858
ENSMUSG00000081026		Gm11855
ENSMUSG00000102285		Gm37001
ENSMUSG00000073889	Q64385	Il11ra1
ENSMUSG00000089826		Gm16560
ENSMUSG00000074424	Q3UTC4	Spopfm2
ENSMUSG00000090111		Gm16584
ENSMUSG00000089689		Gm4982
ENSMUSG00000089893		Gm9141
ENSMUSG00000089696		Spopfm1
ENSMUSG00000089891		Gm16561
ENSMUSG00000104669		Gm38411
ENSMUSG00000106105		Gm4525
ENSMUSG00000027840	O70283	Wnt2b
ENSMUSG00000108171		Gm43915
ENSMUSG00000062981	A0A1W2P6M3	Mrpl42
ENSMUSG00000062981	A0A1W2P7E4	Mrpl42
ENSMUSG00000062981	Q9CPV3	Mrpl42
ENSMUSG00000097011		Gm4651
ENSMUSG00002076508		Gm55307
ENSMUSG00000108096		Minpp1-ps
ENSMUSG00000023050	E9PUZ1	Map3k12
ENSMUSG00000023050	E9QA89	Map3k12
ENSMUSG00000023050	E9PZU4	Map3k12
ENSMUSG00000023050	Q60700	Map3k12
ENSMUSG00000067825	D3Z3F5	Pex26
ENSMUSG00000067825	D3Z323	Pex26
ENSMUSG00000067825	Q8BGI5	Pex26
ENSMUSG00000105925		Gm43846
ENSMUSG00000105355		Gm40117
ENSMUSG00000062127	A0A0G2JFS0	Cttnbp2nl
ENSMUSG00000062127	Q99LJ0	Cttnbp2nl
ENSMUSG00000117741		1700080C20Rik
ENSMUSG00000002280	A0A494BA87	Ciao3
ENSMUSG00000002280	D6RJ43	Ciao3
ENSMUSG00000002280	Q7TMW6	Ciao3
ENSMUSG00000074781	A2RTT4	Ube2n
ENSMUSG00000074781	A0A1W2P7Z3	Ube2n
ENSMUSG00000074781	P61089	Ube2n
ENSMUSG00000020029	Q4FJR0	Nudt4
ENSMUSG00000020029	Q8R2U6	Nudt4
ENSMUSG00000051788		4930564D02Rik
ENSMUSG00000099370		Platr10
ENSMUSG00000107915		Gm44014
ENSMUSG00000030137	Q9JJZ2	Tuba8
ENSMUSG00000110353		Gm33543
ENSMUSG00000100962	A0A1B0GT72	Lrrc77
ENSMUSG00000103024		Gm37685
ENSMUSG00000104448		Gm37256
ENSMUSG00000036499	A0A1W2P7A6	Eea1
ENSMUSG00000036499	A0A1W2P7K1	Eea1
ENSMUSG00000036499	Q8BL66	Eea1
ENSMUSG00000047959	P16390	Kcna3
ENSMUSG00000086527		Gm15856
ENSMUSG00000120721		Gm56792
ENSMUSG00000030107	A0A0N4SVX5	Usp18
ENSMUSG00000030107	Q9WTV6	Usp18
ENSMUSG00000056145		AI504432
ENSMUSG00000050179		A930002I21Rik
ENSMUSG00000040724	P63141	Kcna2
ENSMUSG00000042861	B2RQA1	Kcna10
ENSMUSG00000046213	B7ZWD6	Cym
ENSMUSG00000088141		Mir1962
ENSMUSG00000031004	E9PVX6	Mki67
ENSMUSG00000030108	D3YWZ5	Slc6a13
ENSMUSG00000030108	P31649	Slc6a13
ENSMUSG00000094613		A630076J17Rik
ENSMUSG00000070368	Q14A28	Prok1
ENSMUSG00000109910		Gm45240
ENSMUSG00000109831		Gm36431
ENSMUSG00000034663	Q91Z96	Bmp2k
ENSMUSG00000087260	G3UW70	Lamtor5
ENSMUSG00000087260	Q9D1L9	Lamtor5
ENSMUSG00000110078		Gm45241
ENSMUSG00000109898		6330420H09Rik
ENSMUSG00000110004		Gm45440
ENSMUSG00000110113		Gm45439
ENSMUSG00000117008		Gm49817
ENSMUSG00000098031		Gm9341
ENSMUSG00000061046	D3YUS7	Haghl
ENSMUSG00000061046	D3YZU6	Haghl
ENSMUSG00000061046	Q9DB32	Haghl
ENSMUSG00000027896	Q8R0M8	Slc16a4
ENSMUSG00000112316		Gm48425
ENSMUSG00000110396		Gm36737
ENSMUSG00000096486	J3QNM7	Atg5lrt
ENSMUSG00000109792		Gm45426
ENSMUSG00002076485		Gm56223
ENSMUSG00000102143		Gm38057
ENSMUSG00000028222	P12658	Calb1
ENSMUSG00000094314	K9J7E2	Gm4301
ENSMUSG00000102939		Gm38111
ENSMUSG00000110753		Gm18391
ENSMUSG00000054746	Q8C623	Abca15
ENSMUSG00000054746	Q6XBG2	Abca15
ENSMUSG00000054746	E9PWH4	Abca15
ENSMUSG00000098761		Gm18821
ENSMUSG00000111539		Gm48372
ENSMUSG00000104107		Gm37879
ENSMUSG00000005897	Q505F1	Nr2c1
ENSMUSG00000099313		Gm27152
ENSMUSG00000104469		Gm37663
ENSMUSG00000071586	F7DEP7	Gm10337
ENSMUSG00000104078		Gm37023
ENSMUSG00000104432		A430027C01Rik
ENSMUSG00002076016		Gm56062
ENSMUSG00000102874		Gm37137
ENSMUSG00000023051	D3Z033	Tarbp2
ENSMUSG00000023051	Q3UNH9	Tarbp2
ENSMUSG00000023051	D6RCY4	Tarbp2
ENSMUSG00000023051	D6RE49	Tarbp2
ENSMUSG00000023051	D3Z282	Tarbp2
ENSMUSG00000023051	A0A2R8VI89	Tarbp2
ENSMUSG00000023051	D3YZS5	Tarbp2
ENSMUSG00000023051	P97473	Tarbp2
ENSMUSG00000098915		Rpl15-ps2
ENSMUSG00000084619		Gm25045
ENSMUSG00002076341		Gm56010
ENSMUSG00000099253		Gm7863
ENSMUSG00000030109	E9Q5U8	Slc6a12
ENSMUSG00000030109	E9PW98	Slc6a12
ENSMUSG00000030109	Q8VCS9	Slc6a12
ENSMUSG00000030109	E9PXG1	Slc6a12
ENSMUSG00000030109	F6SJH4	Slc6a12
ENSMUSG00000030109	F7AYZ6	Slc6a12
ENSMUSG00000030109	G5E8Z4	Slc6a12
ENSMUSG00000061390		Uba52-ps
ENSMUSG00000099020		Gm27159
ENSMUSG00000099190		Gm27188
ENSMUSG00000098412		Gm7870
ENSMUSG00000089530		Gm25163
ENSMUSG00000098340		Gm27253
ENSMUSG00000038535	V9GWZ2	Zfp280d
ENSMUSG00000038535	V9GWV5	Zfp280d
ENSMUSG00000038535	Q8R2V6	Zfp280d
ENSMUSG00000038535	V9GXC9	Zfp280d
ENSMUSG00000038535	V9GX57	Zfp280d
ENSMUSG00000038535	V9GWW1	Zfp280d
ENSMUSG00000038535	V9GXP2	Zfp280d
ENSMUSG00000038535	Q68FE8	Zfp280d
ENSMUSG00000088055		Gm26148
ENSMUSG00000028223	Q4FJK0	Decr1
ENSMUSG00000028223	Q9CQ62	Decr1
ENSMUSG00000039849	Q542C3	Pcif1
ENSMUSG00000039849	P59114	Pcif1
ENSMUSG00000104591		Gm43145
ENSMUSG00000055725	Q0VAZ2	Paqr3
ENSMUSG00000055725	D3Z181	Paqr3
ENSMUSG00000055725	A0A0G2JER4	Paqr3
ENSMUSG00000055725	Q6TCG8	Paqr3
ENSMUSG00000048109	Q0VBL3	Rbm15
ENSMUSG00000098929		Mir6400
ENSMUSG00000028224	A2AMG5	Nbn
ENSMUSG00000028224	Q9R207	Nbn
ENSMUSG00000105532		Gm5279
ENSMUSG00002075593		Gm55810
ENSMUSG00000027895	A0A571BG98	Kcnc4
ENSMUSG00000027895	Q8R1C0	Kcnc4
ENSMUSG00000027894	E9Q4S9	Slc6a17
ENSMUSG00000027894	A0A0R4J087	Slc6a17
ENSMUSG00000027894	A0A0R4J252	Slc6a17
ENSMUSG00000027894	Q8BJI1	Slc6a17
ENSMUSG00000084190		Gm11869
ENSMUSG00000032741	Q9EQJ0	Tpcn1
ENSMUSG00000041153	Q3TEE9	Osgin2
ENSMUSG00000041153	A2AMG8	Osgin2
ENSMUSG00000109633		C230079O03Rik
ENSMUSG00000109981		Gm36849
ENSMUSG00000023052	Q9WVA8	Npff
ENSMUSG00002075912		Gm56340
ENSMUSG00000109894		Gm5904
ENSMUSG00000110101		Gm6249
ENSMUSG00000081487		Gm13689
ENSMUSG00000064669		Gm24461
ENSMUSG00000083284		Gm13688
ENSMUSG00000110126		Gm9347
ENSMUSG00000027001	Q99N12	Dusp19
ENSMUSG00000052414	Q3US59	Gm28047
ENSMUSG00000065296		Gm26122
ENSMUSG00000020022	A0A0R4J275	Ndufa12
ENSMUSG00000020022	F6RBR6	Ndufa12
ENSMUSG00000020022	Q7TMF3	Ndufa12
ENSMUSG00000036570	A0A0U1RPI1	Fxyd1
ENSMUSG00000036570	Q9Z239	Fxyd1
ENSMUSG00000099083	Q3TZR9	Atf7
ENSMUSG00000099083	V9GXY2	Atf7
ENSMUSG00000099083	V9GXN6	Atf7
ENSMUSG00000099083	Q7TNN1	Atf7
ENSMUSG00000099083	V9GXX5	Atf7
ENSMUSG00000099083	V9GX99	Atf7
ENSMUSG00000099083	Q8R0S1	Atf7
ENSMUSG00000084408		Gm11870
ENSMUSG00000081679		Gm11874
ENSMUSG00000041135	Q547H1	Ripk2
ENSMUSG00000041135	V9GXY4	Ripk2
ENSMUSG00000041135	P58801	Ripk2
ENSMUSG00000119971		Gm56821
ENSMUSG00000119975		9530004M14Rik
ENSMUSG00000085409		Gm16155
ENSMUSG00000120008		Gm56822
ENSMUSG00000120064		Gm56823
ENSMUSG00000053420		Gm4792
ENSMUSG00000097520		4930488L21Rik
ENSMUSG00000058071	Q8VG46	Or6c219
ENSMUSG00000058071	A0A0N4SVH6	Or6c219
ENSMUSG00000040797	D6RHQ8	Iqsec3
ENSMUSG00000040797	A0A0N4SWH8	Iqsec3
ENSMUSG00000040797	Q3TES0	Iqsec3
ENSMUSG00000110575		6330537M06Rik
ENSMUSG00000039834	Q6P5F4	Zfp335
ENSMUSG00000039834	S4R2J0	Zfp335
ENSMUSG00000039834	A2A5K6	Zfp335
ENSMUSG00000094295	A0A1L1STW7	Or10u4
ENSMUSG00000094295	K7N727	Or10u4
ENSMUSG00000120025		Gm56824
ENSMUSG00000109669		Gm45472
ENSMUSG00000120359		Gm56825
ENSMUSG00000095608	Q7TS26	Or10u3
ENSMUSG00000095608	E9PVJ7	Or10u3
ENSMUSG00000097882		0610038B21Rik
ENSMUSG00000094632	Q7TS26	Gm10310
ENSMUSG00000107423		Gm43977
ENSMUSG00000112331		Gm33035
ENSMUSG00000097534		Gm16675
ENSMUSG00000112083		Gm47107
ENSMUSG00000098329		Mir6966
ENSMUSG00000055891	Q9CQ84	Ubl4b
ENSMUSG00000077315		Gm24172
ENSMUSG00000071202	D3Z5T1	Ccdc78
ENSMUSG00000111941		Gm33263
ENSMUSG00000120300		Gm56828
ENSMUSG00000097308		Gm6410
ENSMUSG00000015947	P26151	Fcgr1
ENSMUSG00002075553		Gm56226
ENSMUSG00000089712		Gm15889
ENSMUSG00000019944	E9PZ72	Rhobtb1
ENSMUSG00000019944	F6UIH6	Rhobtb1
ENSMUSG00000019944	E9QAZ7	Rhobtb1
ENSMUSG00000019944	E9PYH9	Rhobtb1
ENSMUSG00000019944	E9Q1X7	Rhobtb1
ENSMUSG00000019944	E9PZ17	Rhobtb1
ENSMUSG00000019944	E9Q922	Rhobtb1
ENSMUSG00000019944	Q9DAK3	Rhobtb1
ENSMUSG00000083725		Gm11865
ENSMUSG00000103595		Gm37355
ENSMUSG00000080065		Gm11864
ENSMUSG00000086072		Gm11861
ENSMUSG00000097393		D030068K23Rik
ENSMUSG00000096423		Gm24978
ENSMUSG00000083229		Gm11862
ENSMUSG00000064619		Gm23975
ENSMUSG00000082994		Gm11848
ENSMUSG00000082552		Gm11850
ENSMUSG00000083572		Gm11849
ENSMUSG00002075852		Gm56227
ENSMUSG00000085478		Gm11851
ENSMUSG00000028226	B1AVG8	Mmp16
ENSMUSG00000028226	V9GXD8	Mmp16
ENSMUSG00000028226	B1AVH0	Mmp16
ENSMUSG00000028226	Q9WTR0	Mmp16
ENSMUSG00000120585		Gm6360
ENSMUSG00000057411	Q91VW0	Antkmt
ENSMUSG00000057411	A0A494BBG1	Antkmt
ENSMUSG00000057411	Q501J2	Antkmt
ENSMUSG00000120587		Gm56831
ENSMUSG00000054618		Gm9951
ENSMUSG00000104736		Gm33609
ENSMUSG00000105850		Gm2861
ENSMUSG00000096957		E230013L22Rik
ENSMUSG00000067161		Gm5560
ENSMUSG00000120062		Gm56833
ENSMUSG00000104717		Gm33969
ENSMUSG00000120151		Gm56834
ENSMUSG00000106825		2510016D11Rik
ENSMUSG00000109127		Gm31135
ENSMUSG00000046000	A8W660	Naa11
ENSMUSG00000046000	Q3UX61	Naa11
ENSMUSG00000097516		4930467D21Rik
ENSMUSG00000110697		Gm31718
ENSMUSG00000050553	Q9WU65	Gk2
ENSMUSG00000107923		Gm43922
ENSMUSG00000029601	B2RPX1	Iqcd
ENSMUSG00000029601	Q9D3V1	Iqcd
ENSMUSG00000120645		Gm29688
ENSMUSG00000108223		Gm43933
ENSMUSG00000107752		Gm43934
ENSMUSG00000110554		Gm35256
ENSMUSG00000107438		Gm43945
ENSMUSG00000030111	A0A0N4SUX6	A2m
ENSMUSG00000030111	Q6GQT1	A2m
ENSMUSG00000120710		Gm56839
ENSMUSG00000120101		Gm56842
ENSMUSG00000120126		Gm56843
ENSMUSG00000109827		Gm6213
ENSMUSG00000118135		Gm50367
ENSMUSG00000025738	B2RPY3	Fbxl16
ENSMUSG00000025738	A2RT62	Fbxl16
ENSMUSG00000120760		Gm56845
ENSMUSG00000120076		Gm31223
ENSMUSG00000029338	A0A0G2JE26	Antxr2
ENSMUSG00000029338	Q3TCL6	Antxr2
ENSMUSG00000029338	Q6DFX2	Antxr2
ENSMUSG00000119427		Gm24830
ENSMUSG00000097851		Platr30
ENSMUSG00000110684		Gm45866
ENSMUSG00000120146		Gm30925
ENSMUSG00000097807		Gm26553
ENSMUSG00000120793		Gm39167
ENSMUSG00000118876		Rnu1b1
ENSMUSG00000120253		Gm30660
ENSMUSG00000119030		Rnu1b2
ENSMUSG00000097539		4930477E14Rik
ENSMUSG00000026999	A2ATJ2	Nup35
ENSMUSG00000026999	Q8R4R6	Nup35
ENSMUSG00000025737	Q8CFJ9	Wdr24
ENSMUSG00000097299		Gm26654
ENSMUSG00000120484		Gm56846
ENSMUSG00000097041		Pafah1b1-ps1
ENSMUSG00000109714		Gm35021
ENSMUSG00000095836		Gm21960
ENSMUSG00000118406		Terc
ENSMUSG00002075569		Terc
ENSMUSG00000119563		Gm24136
ENSMUSG00000046317		BC107364
ENSMUSG00000119774		Gm57479
ENSMUSG00000104642		Gm9207
ENSMUSG00000041052	Q91WN3	Slc7a13
ENSMUSG00000106429		Gm10685
ENSMUSG00000110246		C130073E24Rik
ENSMUSG00000118677		Rnu1b6
ENSMUSG00000106641		Gm43534
ENSMUSG00002074915		Gm55007
ENSMUSG00000100706		Gm19744
ENSMUSG00000118698		Gm25890
ENSMUSG00000118936		Gm22614
ENSMUSG00000038403	Q7TQ32	Hjv
ENSMUSG00000028238	B1AWC2	Atp6v0d2
ENSMUSG00000028238	Q80SY3	Atp6v0d2
ENSMUSG00000025736	A0A9L6H220	Jmjd8
ENSMUSG00000025736	F6Q269	Jmjd8
ENSMUSG00000025736	Q3TA59	Jmjd8
ENSMUSG00000074398		Gm15441
ENSMUSG00000097357		Gm16793
ENSMUSG00000107998		Gm44018
ENSMUSG00000108022	A0A0N4SVU1	Gm7298
ENSMUSG00000038393	Q8BG60	Txnip
ENSMUSG00000104168		Gm38250
ENSMUSG00000073988	A2AIT6	Ttpa
ENSMUSG00000073988	Q499J3	Ttpa
ENSMUSG00000073988	A8Y5P0	Ttpa
ENSMUSG00000073988	A8Y5N9	Ttpa
ENSMUSG00000073988	Q8BWP5	Ttpa
ENSMUSG00000108961		Gm32540
ENSMUSG00000120055		Gm39150
ENSMUSG00000100605		Gm29243
ENSMUSG00000029600	F6Y0D0	Rita1
ENSMUSG00000029600	D3Z5Q7	Rita1
ENSMUSG00000029600	D3Z228	Rita1
ENSMUSG00000029600	Q9D1H0	Rita1
ENSMUSG00000120747		Gm56847
ENSMUSG00000120501		Gm34911
ENSMUSG00000097776		Gm26795
ENSMUSG00000059908	P28665	Mug1
ENSMUSG00000120129		Gm56848
ENSMUSG00000002546	A0A6I8MWY5	Golga2
ENSMUSG00000002546	A2AN42	Golga2
ENSMUSG00000002546	A2AN48	Golga2
ENSMUSG00000002546	Z4YJU8	Golga2
ENSMUSG00000002546	E9PUQ5	Golga2
ENSMUSG00000002546	A0A6I8MX07	Golga2
ENSMUSG00000002546	A2AN46	Golga2
ENSMUSG00000002546	Q921M4	Golga2
ENSMUSG00000119998		Gm56849
ENSMUSG00000090622		A930033H14Rik
ENSMUSG00000120810		Gm30713
ENSMUSG00000112798		Gm40685
ENSMUSG00000120204		Gm56850
ENSMUSG00000073987	Q9Z0L8	Ggh
ENSMUSG00000019942	D3Z2T9	Cdk1
ENSMUSG00000019942	P11440	Cdk1
ENSMUSG00000065111		Gm25141
ENSMUSG00000036305		Rpl39-ps
ENSMUSG00000116056		Gm4544
ENSMUSG00000119995		Gm53435
ENSMUSG00000087111		Gm11399
ENSMUSG00000029335	Q149J9	Bmp3
ENSMUSG00000029335	A0A0G2JEU2	Bmp3
ENSMUSG00000029335	A0A0G2JE75	Bmp3
ENSMUSG00000029335	Q8BHE5	Bmp3
ENSMUSG00000110419		AW046200
ENSMUSG00000081208		Gm11400
ENSMUSG00000020524	Q7TNB5	Gria1
