Human gene name	Gene name
PTPN9	Ptpn9
OR2D2	Or2d2b
TACR1	Tacr1
	Gm45868
	Lamp3
SYNM	Synm
SLC22A9	Slc22a26
	Gm55154
KRT24	Krt24
	Gm5313
	Gm43923
	Gm14341
DCLK2	Dclk2
	Gm44220
	Gm17799
	Gm25094
	Gm44181
	Gm22312
	Gm7812
CGGBP1	Cggbp1
POLE4	Pole4
	Gm9061
	Gm16385
	Gm54742
HTR1F	Htr1f
	Gm12358
KRT25	Krt25
	Gm22429
TSC1	Tsc1
SEMA3F	Sema3f
	Gm9584
	Gm49629
	Gm54743
	Gm49631
B3GNT5	B3gnt5
	Gm7096
TM9SF3	Tm9sf3
	Gm44145
	Gm4989
HK2	Hk2
	Gm15011
KRT26	Krt26
	Or7r1
OR13H1	Or13ae2
OR2D2	Or2d2
	Gm26417
PWWP4	Pwwp4c
	Gm45102
	Gm55463
	Gm7583
KRT27	Krt27
	Xlr5d-ps
	Gm34350
	Gm39027
	Spin2-ps2
OR2D3	Or2d36
	Xlr3d-ps
	Gm48484
	Gm15365
MROH5	Mroh5
	Gm46224
RNU6-1238P	Gm22351
	Xlr4d-ps
	Gm55227
	Gm48786
	Gm48787
	Gm16285
CTAG2	Ctag2l2
CTAG1A	Ctag2l2
CTAG1B	Ctag2l2
	4930459C07Rik
	Lrrc72
	Gm14755
KRT28	Krt28
DEFA4	Defa29
DEFA6	Defa29
DEFA1	Defa29
DEFA1B	Defa29
DEFA3	Defa29
DEFA5	Defa29
	Gm48788
	Or7b1-ps1
	Gm48427
	Gm14758
	Gm33782
	Gm14695
	Gm49597
	Gm44666
	Gm23561
	A930003A15Rik
	Gm15302
SLC22A9	Slc22a27
	Gm48428
	Gm55089
NLRP14	Nlrp14
	Defa-ps16
PHKA2	Phka2
	Gm20091
	Gm8601
DEFA4	Defa2
DEFA6	Defa2
DEFA1	Defa2
DEFA1B	Defa2
DEFA3	Defa2
DEFA5	Defa2
FAM162B	Fam162b
DEFA4	Defa33
DEFA6	Defa33
DEFA1	Defa33
DEFA1B	Defa33
DEFA3	Defa33
DEFA5	Defa33
	Gm49598
DEFA4	Defa36
DEFA6	Defa36
DEFA1	Defa36
DEFA1B	Defa36
DEFA3	Defa36
DEFA5	Defa36
	Gm54748
CHMP2B	Chmp2b
TRIM47	Trim47
	Gm15305
	Defa-ps18
	Gm15309
DEFA4	Defa42
DEFA6	Defa42
DEFA1	Defa42
DEFA1B	Defa42
DEFA3	Defa42
DEFA5	Defa42
	Gm48505
BTG1	Btg1
	Gm40392
	Gm17994
SOSTDC1	Sostdc1
	Gm23568
	Gm15304
	Gm54891
HAND2	Hand2
	Gm6192
KLHL6	Klhl6
	Gm6386
SLC22A9	Slc22a28
	Gm17034
	Gm25438
	Gm25438
	Gm25438
	D630036H23Rik
	Gm48507
	Gm6859
	Defa-ps17
FBLN5	Fbln5
	Gm48509
	Gm48521
	Gm3765
RBMXL3	Rbmxl2
RBMXL2	Rbmxl2
	Gm55229
RFWD3	Rfwd3
	Gm33981
	4930556N09Rik
	Platr28
PALS2	Pals2
	Gm55467
	Gm19033
	Gm48555
	Gm8613
	Gm18515
PIK3AP1	Pik3ap1
IGF1R	Igf1r
	Mir3966
GPRC6A	Gprc6a
	Gm49633
	Gm5221
VGLL3	Vgll3
	Ndufb4c
	Gm6746
ATPSCKMT	Atpsckmt
KIAA0586	2700049A03Rik
	Gm7366
	Gm49635
	Gm54750
	Gm22448
KLHL24	Klhl24
	Gm49541
	Gm49284
C8orf90	Gm6569
	Gm46522
DEFA4	Defa20
DEFA6	Defa20
DEFA1	Defa20
DEFA1B	Defa20
DEFA3	Defa20
DEFA5	Defa20
	Gm3861
	Gm18003
	Gm32405
	Rpl31-ps8
DEFA4	Defa32
DEFA6	Defa32
DEFA1	Defa32
DEFA1B	Defa32
DEFA3	Defa32
DEFA5	Defa32
	Gm49285
	Gm7935
	Tcea1-ps1
RNU6-1119P	Gm24423
	Gm15387
DEFA4	Defa37
DEFA6	Defa37
DEFA1	Defa37
DEFA1B	Defa37
DEFA3	Defa37
DEFA5	Defa37
TAS2R1	Tas2r119
RAI1	Rai1
	Gm15311
	4930518I17Rik
	1700042O05Rik
DEFA4	Defa28
DEFA6	Defa28
DEFA1	Defa28
DEFA1B	Defa28
DEFA3	Defa28
DEFA5	Defa28
	Gm53029
DCN	Dcn
	Gm36618
	Gm15312
DEFA4	Defa43
DEFA6	Defa43
DEFA1	Defa43
DEFA1B	Defa43
DEFA3	Defa43
DEFA5	Defa43
SNORD123	Snord123
SEMA5A	Sema5a
	Gm24829
	Gm15314
DEFA4	Defa26
DEFA6	Defa26
DEFA1	Defa26
DEFA1B	Defa26
DEFA3	Defa26
DEFA5	Defa26
	Gm15313
CADM2	Cadm2
SLC22A9	Slc22a29
DEFA4	Defa17
DEFA6	Defa17
DEFA1	Defa17
DEFA1B	Defa17
DEFA3	Defa17
DEFA5	Defa17
	Gm19709
	Or8b55
DEFA4	Defa34
DEFA6	Defa34
DEFA1	Defa34
DEFA1B	Defa34
DEFA3	Defa34
DEFA5	Defa34
	Mir5126
RALB	Ralb
	Or8b56
	Defa-ps9
	Defa-ps1
SYT9	Syt9
OR8D2	Or8d2
MLKL	Mlkl
OR8D1	Or8d1
	Or8d22-ps1
OR8D2	Or8d2b
	Or10m1-ps1
KRT10	Krt10
	Olfr928-ps1
	Gm29454
	Or10o1-ps1
	Gm38376
	Gm27184
OR8D1	Or8d23
	Gm41804
	Gm9788
LUM	Lum
	Gm37409
	Gm20953
	Gm7105
	Gm55160
	Gm8184
	Gm38223
	Or10aq1-ps1
OLFML1	Olfml1
	Olfr932-ps1
TMEM185B	Tmem185b
LCOR	Lcor
OR8D1	Or8d1b
	4930473O22Rik
KERA	Kera
	Gm37702
	Gm23169
	Gm44773
	3830432H09Rik
	Or10d1c
PGPEP1L	Pgpep1l
	Gm38120
EPYC	Epyc
RNU6-924P	Gm25322
OR8G5	Or8g21
	Gm38380
	Gm29570
	Gm7593
	Gm11940
OR8G5	Or8g17
	Gm48626
	Akr1c18
TRIM65	Trim65
PARP1	Parp1
	Gm55132
	Or8g23
EED	Eed
	Gm8543
	Mir8091
	Gm55133
	Or8g24
SLC22A9	Slc22a30
	Or8ab1a-ps1
	Gm19045
	Gm47085
	Or8g25-ps1
	Or8g19
	1700010K23Rik
DEFA4	Defa39
DEFA6	Defa39
DEFA1	Defa39
DEFA1B	Defa39
DEFA3	Defa39
DEFA5	Defa39
	4933411O13Rik
	Gm10754
	Gm7959
CCER1	Ccer1
	Gm22447
	Gm7869
	Or8ac1-ps1
	Gm45712
DACT1	Dact1
	4930525C09Rik
	Gm49640
	Or8g26
	Gm15828
	Defa-ps10
	Gm49648
	Gm49649
DEFA4	Defa24
DEFA6	Defa24
DEFA1	Defa24
DEFA1B	Defa24
DEFA3	Defa24
DEFA5	Defa24
	C030005K15Rik
	Gm18495
	Gm25658
	Gm8633
	Gm49650
KRT12	Krt12
	Gm24681
	Gm49651
	Gm48687
	Gm37631
	Gm34297
	Defa-ps11
	Brwd1
	Gm5427
	Gm47100
	Defb1
	Or8g27
RFX6	Rfx6
	Gm15316
	Gm40910
	Defb50
	Gm48629
	Or8g18
	Gm47925
	Gm2123
KRT20	Krt20
	4930529N20Rik
FA2H	Fa2h
ELOVL7	Elovl7
	4930474H06Rik
	Gm33016
	1700083H02Rik
SIN3A	Sin3a
KRT23	Krt23
TRIP11	Trip11
	Gm6425
SLC22A8	Slc22a8
	4930465K09Rik
	Gm32376
	Gm8617
	Gm30747
	Gm41289
	Spin2-ps3
	Gm8990
SDC2	Sdc2
	Gm15243
	Gm2822
	1700011B04Rik
	Xlr5e-ps
MRPL38	Mrpl38
	Gm24793
PWWP4	Pwwp4d
	Defb2
	Gm14694
	Gm6897
	Defb10
	Gm32764
	Gm14756
	Spin2-ps4
	Xlr3e-ps
CPQ	Cpq
	Defb9
	Xlr4e-ps
	Gm15363
NUP62CL	Nup62cl
	Defb11
	1700019C18Rik
	Gm36879
	Gm48694
	Gm22674
	Gm48703
DEFB132	Defb15
	Akr1c13
SLIT1	Slit1
	Gm45796
DEFB105A	Defb35
DEFB105B	Defb35
DEFB107B	Defb13
DEFB107A	Defb13
FAM90A11	Fam90a1a
FAM90A14	Fam90a1a
FAM90A19	Fam90a1a
FAM90A8	Fam90a1a
FAM90A7	Fam90a1a
FAM90A26	Fam90a1a
FAM90A3	Fam90a1a
FAM90A20	Fam90a1a
FAM90A18	Fam90a1a
FAM90A15	Fam90a1a
FAM90A1	Fam90a1a
FAM90A17	Fam90a1a
FAM90A12	Fam90a1a
FAM90A22	Fam90a1a
FAM90A5	Fam90a1a
FAM90A9	Fam90a1a
FAM90A24	Fam90a1a
FAM90A13	Fam90a1a
FAM90A16	Fam90a1a
FAM90A23	Fam90a1a
FAM90A10	Fam90a1a
	4930404H11Rik
CCDC70	Ccdc70
	Gm20701
	Gm20702
	Gm20036
	9630002D21Rik
	Gm45644
	Gm54795
	Gm45356
	Gm47555
KRT39	Krt39
	Gm47556
	Gm48704
ATP7B	Atp7b
CRPPA	Crppa
	Gm48707
	Akr1c19
DNAAF6	Dnaaf6
	Gm55242
	Gm54682
	4930592A05Rik
RCC1	Rcc1
TSPYL5	Tspyl5
	Gm49088
	Gm49089
TMEM87A	Tmem87a
TRAM1	Tram1
	Gm9643
	Gm41290
	Gm49091
	Gm6298
	Gm54686
	Gm15046
	Mroh4
	Mir3475
PPEF1	Ppef1
SPTBN1	Sptbn1
	Marcksl1-ps4
	Gm45120
	4930405G09Rik
	Gm44888
TSPAN17	Tspan17
	Gm44860
	Gm16158
	Gm44861
	Btf3-ps5
	Gm44889
	4933436H12Rik
	Gm34549
	Gm44886
	Gm44887
	Gm37025
	Gm5334
	Gm23376
	Gm37207
	Gm44692
C1orf54	BC028528
ZNF780A	Zfp59
ARRDC4	Arrdc4
	Gm15242
	Gm45633
	Gm15244
	Gm45635
	Gm15882
	Gm45634
RS1	Rs1
	Gm45636
	Gm15881
	BC030500
	Gm7499
	Gm5740
	4933411G06Rik
	4930594A02Rik
	Gm34370
	Gm47614
LACTB2	Lactb2
	Gm40646
RNU6-1179P	Gm55124
ALG11	Alg11
	Gm23906
	Gm47626
VGLL2	Vgll2
FRMPD3	Frmpd3
APH1A	Aph1a
ZNF780A	Zfp607a
	Gm32591
	Gm55243
ATP2B1	Atp2b1
GSDME	Gsdme
	Gm34664
	Gm38319
	Prkcz2
XKR9	Xkr9
SNORA21	Gm23795
	Gm55488
	Gm5342
ARC	Arc
	Gm44533
PPFIBP2	Ppfibp2
	Gm26273
	4930470O06Rik
	Gm5523
	Gm26164
	Gm36947
	Gm34623
RN7SKP195	Gm55173
	Gm37400
	Gm10283
AADAT	Aadat
JRK	Jrk
	Gm8097
WLS	Wls
GAB3	Gab3
TRIP12	Trip12
	4933427E11Rik
PSCA	Psca
	Gm11250
	Gm11235
	Snhg3
	Gm28976
THEM6	Them6
SLURP1	Slurp1
	Gm16250
	Gm7252
	Gm29431
	5330429C05Rik
	Mir5099
	Gm40394
LYPD2	Lypd2
ALDOA	Aldoart1
	Gm48613
	Akr1c12
	Gm18026
	Gm5287
	Gm54800
	Gm17300
	Gm48616
	Gm48617
	Gm25653
	Gm11251
	Snora73b
ATXN3L	Atxn3
ATXN3	Atxn3
	Gm25769
	Snora73a
	Slurp2
	Calr4
MTDH	Mtdh
RNU6-289P	Gm25629
	Gm15367
PRPS1	Prps1
	4930526F13Rik
	Gm34730
DEPDC1B	Depdc1b
MFAP3L	Mfap3l
	Gm48761
	Gm34574
	Gm48884
RN7SKP15	Gm54905
ARHGAP19	Arhgap19
	Gm45650
	Gm45651
	Stambp-ps2
	Gm23329
	Gm45485
PPFIBP1	Ppfibp1
NEK5	Nek5
TSC22D3	Tsc22d3
	Gm43307
	Gm23941
CA14	Car14
	Gm34838
	Gm38584
PHACTR4	Phactr4
	5330417H12Rik
	Zfp974
	Or8g54
	Gm47951
ANK3	Ank3
	Or8g37
CDYL	Cdyl
	Gm47219
OR8G3P	Or8g2b
OR8G2P	Or8g2b
MEOX2	Meox2
	Or8g55
	Gm53027
	Gm15047
	Gm54931
DKC1	Dkc1
	4930402F11Rik
PGR	Pgr
NDUFB1	Ndufb1
	Gm26891
	Gm23815
	Gm44535
	Josd1-ps
JADE1	Jade1
	Gm7627
CPSF2	Cpsf2
	Gm44690
	4933423L19Rik
	Gm24120
	Zfp780b
	Gm21759
	Gm55253
	Gm23993
	Gm42490
	Gm6370
	Gm35325
	Gm29327
	Gm44946
	Gm44948
	Gm16339
ZNF780A	Zfp850
AGMO	Agmo
	4930449I24Rik
WDR59	Wdr59
SPACA9	Spaca9
	Gm16485
RNVU1-32	Gm22126
RNU1-67P	Gm22126
RNU1-89P	Gm22126
	Gm48708
OR10G9	Or10g7
OR10G4	Or10g7
OR10G8	Or10g7
OR10G7	Or10g7
	Gm48706
RPP40	Rpp40
CYB5R2	Cyb5r2
FAM193A	Fam193a
OR10G9	Or10g9
OR10G4	Or10g9
OR10G8	Or10g9
OR10G7	Or10g9
DLGAP1	Dlgap1
OR10G9	Or10g9b
OR10G4	Or10g9b
OR10G8	Or10g9b
OR10G7	Or10g9b
OR10G6	Or10g6
	Gm18892
OR10S1	Or10s1
AK8	Ak8
	Or8b57
ARHGAP42	Arhgap42
FRAT1	Frat1
FRAT2	Frat2
	Gm48746
	Gm48756
RRP12	Rrp12
	Gm30127
	Akr1c6
NR2F2	Nr2f2
	Mir3088
	Gm13385
	Gm13386
	Gm42559
	Gm46542
GTF3C4	Gtf3c4
	Gm26931
RN7SKP197	Gm54759
	Gm43457
	Gm18496
	Rpl35a-ps6
	4930428D20Rik
	Speer2
	Gm15857
	Gm15860
BCL7A	Bcl7a
	Gm45040
	Gm49655
	Gm19082
OVCH2	Ovch2
	Gm49656
	Gm49657
MID2	Mid2
	Gm15342
	Gm54761
	9930017N22Rik
	1700093J21Rik
LYNX1	Lynx1
	Gm49953
KRT40	Krt40
	Gm34408
	Gm48660
HMGN1	Hmgn1
DAAM1	Daam1
	Gm16833
	Gm22815
OR4D5	Or4d5
	Gm54692
	Gm54692
	Gm54692
LY6D	Ly6d
	Gm46644
PGAM1	Pgam1
	Gm38374
	Gm37738
	Gm48010
	Gm29237
	Gm46102
KRTAP3-3	Krtap3-3
KRTAP3-2	Krtap3-3
FBXO36	Fbxo36
PPP1R3G	Ppp1r3g
	Gm47333
	Ly6g6g
	Gm28258
	Gm23458
DDX31	Ddx31
	Gm47334
	Gm8098
	Or5p5
	Gm17189
OR8D4	Or8d4
KRTAP3-3	Krtap3-2
KRTAP3-2	Krtap3-2
LAPTM4B	Laptm4b
	Gm11939
LYRM4	Lyrm4
	Gm44532
EXOSC1	Exosc1
KRTAP3-1	Krtap3-1
	Olfr468-ps1
TMEM225	Tmem225
	Get1
	Fip1l1
KRTAP1-1	Krtap1-5
KRTAP1-4	Krtap1-5
KRTAP1-3	Krtap1-5
KRTAP1-5	Krtap1-5
	Gm7656
	Gm44811
KRTAP10-4	Krtap1-4
KRTAP10-11	Krtap1-4
	Gm35842
	Gm44813
KRTAP10-4	Krtap1-3
KRTAP10-11	Krtap1-3
OR5P2	Or5p50
C2orf73	4930505A04Rik
	Tmed10-ps
	Gm18132
SLC16A14	Slc16a14
	Gm48770
	Gm44812
	Gm48765
	Gm5002
	Akr1c20
	Gm44809
	Gm44808
	Gm55505
OR6X1	Or6x1
OR5P2	Or5p51
RNU6-488P	Gm23199
RNU6-712P	Gm23199
	Gm25520
	Eif2c5
	Or5p5c-ps1
	Gm31266
	Gm10156
ZNF202	Zfp202
	Gm55262
	Gm23055
CD1D	Cd1d1
CDKL5	Cdkl5
	Gm15433
	Gm42397
	Gm13867
	Gm29284
KRTAP10-4	Krtap9-3
KRTAP10-11	Krtap9-3
	Gm49928
	D16Ertd519e
KRTAP10-4	Gm11938
KRTAP10-11	Gm11938
PLEKHG5	Plekhg5
LY6K	Ly6k
KRTAP10-4	Gm11937
KRTAP10-11	Gm11937
	Gm34783
	Gm19291
ACYP2	Acyp2
	Gm49665
	Or5p52
	Gm29823
	4931420L22Rik
	Gm24968
	Gm36011
	Gm18918
	Gm49666
	4930567J20Rik
ZDHHC16	Zdhhc16
KRTAP10-4	Krtap2-4
KRTAP10-11	Krtap2-4
	Gm18949
	Gm39033
	Gm12096
SNORD88B	Gm54694
	Gm22797
	Or5p53
	Gm12098
	Gm18549
	Gml
KRTAP10-4	Gm11562
KRTAP10-11	Gm11562
	Gm18550
	Gm12097
	Gm49667
	Gm12099
	8030451O07Rik
STAT1	Stat1
KRTAP4-3	Krtap4-1
B3GALT1	B3galt1
	6030442E23Rik
	Gm12100
	Gm29328
	Gm12101
KRTAP4-3	Krtap4-2
CNTN5	Cntn5
LCA5L	Lca5l
	Gml2
	Gm13603
	Gm8869
	Mir6335
	Gm37964
	Gm18403
	Gm13607
	Gm37575
BARHL1	Barhl1
	Gm24472
	Gm32772
ADGRV1	Adgrv1
ABR	Abr
ANK2	Ank2
	Cyp11b1
	Gm45066
	Gm32846
	Gm29295
	Gm55512
	Gm44689
C12orf71	1700034J05Rik
	Gm55513
	Gm5418
	Gm7675
	Gm44688
	Gm9519
CFAP77	Cfap77
	Gm17988
	4930441H08Rik
	Gm36633
MMS19	Mms19
	Cyp11b2
	Gm44085
	Gm35876
	1700011C11Rik
	Gm45150
REP15	Rep15
	Ceacam5
MRPS35	Mrps35
ROBO1	Robo1
	Gm55168
	Mir6237
	Gm55169
	Gm55170
	Gm46103
	Gm7529
	Gm32710
	Gm18488
	Gm13394
	Gm47001
	Gm47002
	Gm47029
	Ly6m
	Gm18934
	Gm47034
	Gm18160
	Gm47035
	Gm6065
	Gm47037
	Gm29785
GANC	Ganc
	Gm55171
	Gm7570
	Gm45149
	9430069I07Rik
	Gm21070
	Ceacam14
RPL30	Rpl30
FOXP2	Foxp2
	Gm25424
MCTP2	Mctp2
RBM5	Rbm5
	Gm24523
	D730044K07Rik
ERICH5	Erich5
	Gm49188
	Gm49545
	Gm18814
	Gm7167
RIDA	Rida
	Mir1957b
HPF1	Hpf1
	Gja6
	Ceacam23
	Gm14630
	Gm5389
	Gm14629
	Gm8107
	Gm8111
	Gm14631
	Gm25023
ZIC3	Zic3
OR5P2	Or5p60
ABCD2	Abcd2
OR5P2	Or5p61
	Gm36696
	Gm49670
B3GALT5	B3galt5
OR5P2	Or5p62
	Gm45715
	Gm18944
	Gm37620
	Ceacam11
REDIC1	CN725425
	4930500H12Rik
	Gm14649
	Gm14647
	Gm28745
NEK3	Nek3
	Gm25851
	Gm18256
	Gm14645
	Gm16436
OR5P2	Or5p63
	Gm14650
	Rpl17-ps10
	Gm7071
	Gm54964
	Gm28744
	Kansl2-ps
MPP1	Mpp1
	Gm7985
	Gm7693
SLC2A13	Slc2a13
	Gm25699
	Gm7986
	Gm18825
OR5P2	Or5p64
	Gm49680
	Gm18168
GPR135	Gpr135
	Igsf5
L3HYPDH	L3hypdh
	Gm6007
	Gm5335
	Or5p65-ps1
	Gm44725
	Gm6567
	Ceacam13
SLC24A4	Slc24a4
POP1	Pop1
	4933435G04Rik
OR5P2	Or5p66
	Gm55545
	Gm44594
	Gm28746
	Gm5322
	Or5p1
MED18	Med18
	4930429H19Rik
OR5P2	Or5p67
OR5P2	Or5p68
	A730056A06Rik
MSANTD5	Msantd5f7
TTF1	Ttf1
OR5P2	Or5p69
	Gm45392
OR5P2	Or5p70
MSANTD5	Msantd5f8
CKAP2	Ckap2
	Or5p71-ps1
	Gm49948
	Ceacam12
ITGB2	Itgb2l
TNFRSF25	Tnfrsf25
	Gm13393
STK39	Stk39
VPS36	Vps36
SESN2	Sesn2
OR5P2	Or5p72
LY6S	Ly6c2
	Gm44613
	5830487J09Rik
IGFL4	Igfl3
	Gm15378
TNIP2	Tnip2
	Fam220-ps
SMIM9	Smim9
	Gm49195
	Gm22208
LY6S	Ly6g
	Gm9521
MICB	Mill1
MICA	Mill1
	Gm28117
	Gm8503
NIPAL2	Nipal2
FGF13	Fgf13
	Gm33626
THSD1	Thsd1
RGMA	Rgma
MSANTD5	Msantd5f10
	Rpl30-ps2
RNA5SP525	Gm54850
Y_RNA	Gm54851
Y_RNA	Gm54851
Y_RNA	Gm54851
Y_RNA	Gm54851
Y_RNA	Gm54851
	Gm50215
	Gm15747
CCDC68	Ccdc68
	Gm25203
U3	Gm25203
U3	Gm25203
	Gm12981
ZNRF1	Znrf1
JKAMP	Jkamp
	Gm43747
MSANTD5	Msantd5f9
EVI5	Evi5
	Gm54975
	4930413F20Rik
	Gm54976
	Gm14887
	Gm48932
KCNS2	Kcns2
F9	F9
	Gm44758
	Gm44645
	Or5p77-ps1
ATP5IF1	Atp5if1
	Gm19127
	Gm13396
	Gm55539
	Gm13597
LY6S	Ly6g2
	Psg18
	Gm52968
	Gm5637
	5031415H12Rik
	Gm14891
COL4A6	Col4a6
	2310002L09Rik
	Gm41609
KRTAP4-6	Krtap4-7
KRTAP4-12	Krtap4-7
KRTAP4-7	Krtap4-7
	Gm10238
	Gm12341
	Rpl36-ps2
SERAC1	Serac1
KRTAP4-3	Gm11563
	Gm14182
BHLHA9	Bhlha9
	Gm32358
	Gm28115
MANSC4	Mansc4
	Gm5997
	Pcp4
	Gm45104
	Gm55557
	1700061H18Rik
OR5P2	Or5p78
STK3	Stk3
KRTAP4-3	Krtap4-6
	Gm49462
	Gm36002
	4930448D08Rik
	Gm11557
FRMD3	Frmd3
TRARG1	Trarg1
	4933409G03Rik
RAB27B	Rab27b
KLHL42	Klhl42
OR5P2	Or5p79
OR5P3	Or5p80
CCDC175	Ccdc175
DSCAM	Dscam
	4930415H17Rik
	Gm14190
	Gm52959
	Psg28
	Gm52961
	Gm55026
	Gm52962
	Gm44039
	Gm14186
	Gm7571
	Gm14193
	Gm14180
	Gm52963
	Gm14188
GOSR1	Gosr1
	E330012B07Rik
	Gm44871
PTHLH	Pthlh
	Gm8314
	Or10ab5
	Gm18243
	Gm54814
RIN3	Rin3
	Psg26
	Gm50219
STARD6	Stard6
	Gm15766
MDFIC	Mdfic
	Gm45156
SETX	Setx
	Gm4880
OR5P2	Or5p81
KRTAP4-3	Gm11595
KRTAP4-3	Krtap4-8
KRTAP4-3	Krtap4-9
KRTAP4-3	Gm11596
	Gm48566
	Gm48567
KRTAP4-3	Gm11569
FARS2	Fars2
	Olfr511-ps1
KRTAP4-3	Gm11554
	Psg25
SREBF1	Srebf1
	Gm26062
OR10A6	Or10a3m
OR10A3	Or10a3m
	Psg27
	Or5e1
	Gm45232
	Gm19091
OR10A6	Or10a48
OR10A3	Or10a48
SCLT1	Sclt1
	Olfr515-ps1
	Gm44657
	Psg23
	Gm43924
	Gm43990
	Gm15079
	Gm43991
F8	F8
	Gm43993
	Gm3148
	Gm36406
	Gm19092
	Gm36503
	Gm36669
	Gm44656
	Gm33497
OR10A6	Or10a3b
OR10A3	Or10a3b
OSR2	Osr2
CCDC91	Ccdc91
	Gm49907
	Gm32509
	Gm17992
OR10A6	Or10a49
OR10A3	Or10a49
	Gm32432
	Gm49677
	Gm11760
LIPI	Lipi
	Gm11405
	Psg21
LDHD	Ldhd
EPS15	Eps15
	BC048602
	Gm43593
GTF2H5	Gtf2h5
	Ube2d2b
DGKB	Dgkb
	Gm16007
	Gm44654
LYSMD3	Lysmd3
	Gm44655
	4921515G04Rik
	Gm43592
OR10A6	Or10a3
OR10A3	Or10a3
VPS13B	Vps13b
	Gm44563
DBF4	Dbf4
OR10A6	Or10a3n
OR10A3	Or10a3n
RBM11	Rbm11
NLRP10	Nlrp10
TGIF1	Tgif1
	Gm48769
	Gm48766
	Gm48763
	Gm13778
	Akr1c21
	Psg22
HSPA13	Hspa13
POLI	Poli
ZFP1	Zfp1
	Gm44564
	4933406L23Rik
	Gm44566
	Gm44565
TFEC	Tfec
EIF3F	Eif3f
ARFGAP1	Arfgap1
CTRB1	Ctrb1
CTRB2	Ctrb1
	Gm8277
	Gm48767
	Mir7076
	4933436N17Rik
BCAR1	Bcar1
	Gm46409
	Gm5721
	1700049E15Rik
	Gm26395
NRN1	Nrn1
	Gm24464
	Gm15473
	Gm44561
	Mir1195
	Gm15762
	Gm49902
	Sycp1-ps1
	Gm49904
	Gm16519
	Psg19
	Gm15553
	Far2os2
	Gm49905
	Gm41611
	Gm54792
	Gm15554
SAMSN1	Samsn1
MYL12B	Myl12b
	Gm38047
OSBPL3	Osbpl3
	A930036I15Rik
	Gm43322
	Gm43765
	Gm25501
	Gm43750
	Gm30177
	Gm43751
	Polr3g
	Gm24771
	Gm48966
ANP32E	Anp32e
	Gm7968
	Mir599
	Mir875
	Gm18994
	9130002K18Rik
	Gm48965
	Gm19126
	Gm48961
	Psg17
COX6C	Cox6c
	Gm6039
	Gm8522
CFDP1	Cfdp1
FUNDC2	Fundc2
	Gm49909
	Gm18855
TULP4	Tulp4
TMEM170A	Tmem170
CHD2	Chd2
CMC4	Cmc4
RGS22	Rgs22
	Gm55166
TPTE	Tpte
TPTE2	Tpte
	Gm15555
NHS	Nhs
MBLAC2	Mblac2
	4930578N18Rik
	Gm22268
	Gm26915
	Gm48113
	Gm26317
AKR1E2	Akr1e1
FAM3B	Fam3b
RNU6-363P	Gm23794
	Gm54996
RN7SKP97	Gm54997
	Gm15204
MCF2	Mcf2
	Gm54738
	Gm18889
	Gm37850
FBXO43	Fbxo43
	Rpl5
KRTAP4-3	Krtap4-13
	Mir6921
KRTAP4-3	Gm11564
	Mir6922
	2300003K06Rik
	Gm11556
MAN2C1	Man2c1
KRTAP4-2	Krtap4-16
KRTAP4-1	Krtap4-16
NRIP1	Nrip1
	Gm26324
	Gm11568
	Gm11559
	Krtap9-1
	Gm22979
POLR2K	Polr2k
CPD	Cpd
	Gm48713
	Gm48715
	Gm35755
	Gm18338
	4930428E07Rik
	Gm48813
	Gm4257
SPAG1	Spag1
	Gm40658
RTN1	Rtn1
	Gm49587
	Gm5444
	Gm9843
	Gm45030
	Fbl-ps2
	Gm55175
	Gm47450
	Gm15590
	Gm24790
	Gm47451
	Gm30726
SNORD21	Snord21
	Gm22270
SNORA66	Gm26387
	Gm55176
CETN3	Cetn3
	Ppp1r2-ps6
MLXIP	Mlxip
	Gm45029
	Myl12a
	Gm30790
	1700041M19Rik
	Gm7501
	Gm42974
USP25	Usp25
	Gm43375
	Gm20940
	Gm16958
	C230031I18Rik
	Gm42973
	Mir6357
	Gm42972
MBD2	Mbd2
	Gm42971
	Gm42970
	Gm42969
	Gm43355
	Gm42525
	Gm54939
	Gm43354
	Gm40660
PLEKHO1	Plekho1
RNU6-251P	Gm23113
UBTD1	Ubtd1
	F830210D05Rik
	Gm24295
	Gm48155
	Gm11567
	Gm4936
	Gm54969
	Gm11566
	Mir3961
	2310067P03Rik
	Krtap31-1
	Gm11565
ANKRD2	Ankrd2
	Gm48156
	Gm11560
	1700016G22Rik
	Krtap31-2
	Chst5
KRTAP9-1	Krtap9-5
KRTAP10-4	Krtap9-5
KRTAP10-11	Krtap9-5
	Gm11561
	Gm11553
TMEM231	Tmem231
KRTAP29-1	Krtap29-1
	Gm44553
LY86	Ly86
	Gm44552
KRTAP16-1	Krtap16-1
	C130083A15Rik
	Gm44686
	Gm11558
	Krtap17-1
TUB	Tub
	Gm8934
TMIGD1	Tmigd1
	Gm50261
	Gm18963
	Gm21046
	Gm50262
LRRC9	Lrrc9
DCC	Dcc
	Gm4035
KLF6	Klf6
HOGA1	Hoga1
SLC25A15	Slc25a15
MTCP1	Mtcp1
	Gm12749
LARP7	Larp7
KDM4C	Kdm4c
EPB41L5	Epb41l5
TMEM181	Tmem181a
	Gm5675
	Gm25916
	Gm49591
	Cxadr
REPS2	Reps2
RNU6-65P	Gm23754
	Gm41293
